acname,acvalue
Ki,0.016
Ki,0.016
Ki,0.016
IC50,0.016
Kd,0.016
EC50,0.016
IC50,0.0158
Ki,0.0158
IC50,0.0158
IC50,0.0158
Kd,0.0157
IC50,0.0157
IC50,0.0156
IC50,0.0155
IC50,0.01549
EC50,0.0154
EC50,0.0152
IC50,0.0152
IC50,0.0152
IC50,0.01504
Ki,0.015
IC50,0.015
IC50,0.015
IC50,0.015
Ki,0.015
Ki,0.015
Ki,0.015
EC50,0.015
EC50,0.015
Ki,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
EC50,0.015
IC50,0.015
IC50,0.015
Kd,0.015
EC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
Ki,0.015
Ki,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
Kd,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
EC50,0.015
IC50,0.0147
Ki,0.0143
IC50,0.0142
IC50,0.014
Ki,0.014
IC50,0.014
IC50,0.014
EC50,0.014
IC50,0.014
EC50,0.014
IC50,0.014
IC50,0.014
IC50,0.014
IC50,0.014
IC50,0.014
IC50,0.014
IC50,0.014
IC50,0.014
IC50,0.014
Ki,0.014
EC50,0.014
IC50,0.014
Ki,0.014
Ki,0.014
Ki,0.014
Ki,0.014
Ki,0.014
Ki,0.014
Ki,0.014
Ki,0.014
Ki,0.014
Ki,0.014
IC50,0.014
Kd,0.014
IC50,0.014
IC50,0.014
EC50,0.0139
IC50,0.0138
IC50,0.0137
IC50,0.0137
IC50,0.0133
IC50,0.0133
IC50,0.0131
IC50,0.013
IC50,0.013
IC50,0.013
Ki,0.013
EC50,0.013
Ki,0.013
Ki,0.013
EC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
Ki,0.013
EC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
EC50,0.013
IC50,0.013
Ki,0.013
Ki,0.013
Ki,0.013
Ki,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
EC50,0.013
EC50,0.013
IC50,0.0126
Ki,0.0125
EC50,0.0124
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
Ki,0.012
IC50,0.012
Ki,0.012
EC50,0.012
EC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
EC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
Ki,0.012
EC50,0.012
EC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
Ki,0.012
IC50,0.012
IC50,0.012
IC50,0.012
Ki,0.012
Ki,0.012
Ki,0.012
Ki,0.012
Ki,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
EC50,0.012
IC50,0.0119
EC50,0.0118
Ki,0.0117
EC50,0.0117
IC50,0.0114
IC50,0.0114
Ki,0.0112
IC50,0.0112
Ki,0.011
Ki,0.011
Ki,0.011
Ki,0.011
Ki,0.011
IC50,0.011
EC50,0.011
IC50,0.011
IC50,0.011
IC50,0.011
Ki,0.011
EC50,0.011
EC50,0.011
Ki,0.011
IC50,0.011
IC50,0.011
IC50,0.011
IC50,0.011
IC50,0.011
Ki,0.011
Ki,0.011
Ki,0.011
Ki,0.011
IC50,0.011
Kd,0.011
Kd,0.011
IC50,0.011
IC50,0.011
IC50,0.01096
IC50,0.0109
IC50,0.01084
IC50,0.0108
EC50,0.0108
IC50,0.0108
Ki,0.0106
Ki,0.0106
IC50,0.0106
IC50,0.0105
IC50,0.0103
IC50,0.0103
IC50,0.01023
Ki,0.0102
IC50,0.0102
IC50,0.0102
IC50,0.01
IC50,0.01
EC50,0.01
Ki,0.01
Ki,0.01
IC50,0.01
Ki,0.01
Ki,0.01
Ki,0.01
IC50,0.01
IC50,0.01
IC50,0.01
Ki,0.01
IC50,0.01
IC50,0.01
IC50,0.01
IC50,0.01
IC50,0.01
IC50,0.01
Ki,0.01
IC50,0.01
IC50,0.01
EC50,0.01
EC50,0.01
IC50,0.01
IC50,0.01
IC50,0.01
IC50,0.01
IC50,0.01
Ki,0.01
Ki,0.01
Ki,0.01
Ki,0.01
Ki,0.01
Ki,0.01
Ki,0.01
Ki,0.01
Ki,0.01
Kd,0.01
Kd,0.01
Kd,0.01
Kd,0.01
Kd,0.01
Kd,0.01
Kd,0.01
Kd,0.01
Kd,0.01
Kd,0.01
IC50,0.01
IC50,0.01
IC50,0.01
Kd,0.01
Kd,0.01
Kd,0.01
Kd,0.01
IC50,0.01
Kd,0.01
Kd,0.01
Kd,0.01
Kd,0.01
Kd,0.01
Kd,0.01
Kd,0.01
Kd,0.01
IC50,0.01
IC50,0.01
IC50,0.009931
IC50,0.0099
IC50,0.0099
IC50,0.0098
Ki,0.0098
IC50,0.0098
IC50,0.0098
IC50,0.0097
EC50,0.0097
IC50,0.0097
IC50,0.00959
IC50,0.00955
IC50,0.0095
EC50,0.00947
IC50,0.00945
Ki,0.0094
Ki,0.0094
Ki,0.0094
Ki,0.0094
EC50,0.00933
IC50,0.0093
EC50,0.0093
IC50,0.009204
IC50,0.0092
IC50,0.00918
Ki,0.0091
Ki,0.0091
EC50,0.0091
Ki,0.0091
IC50,0.0091
IC50,0.0091
IC50,0.0091
EC50,0.009
EC50,0.009
Ki,0.009
Ki,0.009
Ki,0.009
Ki,0.009
EC50,0.009
Ki,0.009
EC50,0.009
EC50,0.009
Ki,0.009
Ki,0.009
Ki,0.009
Ki,0.009
IC50,0.009
IC50,0.009
IC50,0.009
IC50,0.009
IC50,0.009
Ki,0.009
EC50,0.009
IC50,0.009
IC50,0.009
IC50,0.009
IC50,0.009
IC50,0.009
Ki,0.009
EC50,0.009
Ki,0.009
EC50,0.009
IC50,0.009
IC50,0.009
IC50,0.009
EC50,0.009
Ki,0.009
Ki,0.009
IC50,0.009
IC50,0.009
Ki,0.009
Ki,0.009
Ki,0.009
Ki,0.009
Ki,0.009
Ki,0.009
IC50,0.009
Kd,0.009
IC50,0.0089
IC50,0.0089
IC50,0.0089
IC50,0.0089
Ki,0.0088
IC50,0.0088
Ki,0.0087
IC50,0.0087
IC50,0.0087
IC50,0.0087
Kd,0.0086
IC50,0.0085
IC50,0.0085
IC50,0.0085
EC50,0.00848
IC50,0.00841
Ki,0.0084
IC50,0.00839
IC50,0.0083
IC50,0.0083
Ki,0.0082
IC50,0.0082
IC50,0.0082
Ki,0.0081
IC50,0.0081
EC50,0.0081
IC50,0.00805
Ki,0.008
Ki,0.008
Ki,0.008
Ki,0.008
Ki,0.008
IC50,0.008
Ki,0.008
Ki,0.008
Ki,0.008
EC50,0.008
Ki,0.008
EC50,0.008
IC50,0.008
IC50,0.008
IC50,0.008
IC50,0.008
IC50,0.008
IC50,0.008
IC50,0.008
IC50,0.008
IC50,0.008
IC50,0.008
Ki,0.008
IC50,0.008
IC50,0.008
Ki,0.008
EC50,0.008
EC50,0.008
IC50,0.008
IC50,0.008
IC50,0.008
Ki,0.008
Ki,0.008
Ki,0.008
Ki,0.008
Ki,0.008
Ki,0.008
Ki,0.008
IC50,0.008
IC50,0.008
IC50,0.008
EC50,0.008
IC50,0.007943
EC50,0.0078
Ki,0.0077
IC50,0.00762
IC50,0.0076
IC50,0.0076
EC50,0.0076
IC50,0.00754
Ki,0.0075
Ki,0.0075
IC50,0.0074
IC50,0.00735
IC50,0.0073
IC50,0.0073
IC50,0.0073
IC50,0.0073
IC50,0.00724
Ki,0.0072
IC50,0.0072
IC50,0.0072
IC50,0.0072
IC50,0.0072
IC50,0.0072
IC50,0.00715
IC50,0.0071
IC50,0.0071
IC50,0.0071
IC50,0.0071
Ki,0.007
Ki,0.007
Ki,0.007
Ki,0.007
Ki,0.007
Ki,0.007
Ki,0.007
Ki,0.007
Ki,0.007
EC50,0.007
IC50,0.007
IC50,0.007
IC50,0.007
IC50,0.007
IC50,0.007
IC50,0.007
EC50,0.007
Ki,0.007
IC50,0.007
IC50,0.007
EC50,0.007
Ki,0.007
IC50,0.007
IC50,0.007
IC50,0.007
IC50,0.007
IC50,0.007
IC50,0.007
Ki,0.007
Ki,0.007
Ki,0.007
Ki,0.007
Ki,0.007
Ki,0.007
Ki,0.007
Ki,0.007
IC50,0.007
EC50,0.00694
Ki,0.0069
IC50,0.0069
IC50,0.0069
EC50,0.0069
EC50,0.0069
IC50,0.0068
Ki,0.0068
Ki,0.0068
Ki,0.0068
IC50,0.0068
Ki,0.0068
EC50,0.0068
DC50,0.00672
IC50,0.0067
EC50,0.0067
IC50,0.0067
IC50,0.0067
IC50,0.006643
IC50,0.0066
IC50,0.0066
IC50,0.0066
IC50,0.0065
IC50,0.0065
IC50,0.0065
IC50,0.0065
Ki,0.0064
Ki,0.0064
Ki,0.0063
Ki,0.0063
IC50,0.0063
IC50,0.0063
EC50,0.0063
IC50,0.0063
IC50,0.0063
Ki,0.0063
IC50,0.0063
IC50,0.0063
IC50,0.00629
IC50,0.0062
IC50,0.0062
IC50,0.00618
IC50,0.006166
IC50,0.00616
IC50,0.00616
EC50,0.0061
IC50,0.0061
IC50,0.0061
IC50,0.0061
IC50,0.006026
IC50,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
EC50,0.006
Ki,0.006
Ki,0.006
EC50,0.006
Ki,0.006
Ki,0.006
Ki,0.006
EC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
EC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
Ki,0.006
EC50,0.006
EC50,0.006
Ki,0.006
Ki,0.006
EC50,0.006
EC50,0.006
EC50,0.006
EC50,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
IC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
EC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
Ki,0.006
IC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
IC50,0.006
EC50,0.00594
Ki,0.0059
Ki,0.0059
Ki,0.0059
IC50,0.0059
IC50,0.0059
IC50,0.00585
Ki,0.0058
Ki,0.0058
IC50,0.0058
IC50,0.0058
IC50,0.0058
IC50,0.0058
Ki,0.0057
IC50,0.0057
IC50,0.0057
IC50,0.0057
IC50,0.0057
IC50,0.0057
Ki,0.0056
IC50,0.0056
IC50,0.0056
IC50,0.0056
IC50,0.0055
IC50,0.0055
EC50,0.0055
EC50,0.00548
Ki,0.0054
IC50,0.0054
IC50,0.0054
IC50,0.0054
IC50,0.0053
IC50,0.00527
IC50,0.00522
Ki,0.0052
IC50,0.0052
IC50,0.0052
IC50,0.0052
IC50,0.0052
IC50,0.0052
IC50,0.00518
IC50,0.0051
EC50,0.0051
IC50,0.0051
IC50,0.0051
IC50,0.0051
IC50,0.0051
IC50,0.0051
IC50,0.005012
IC50,0.005
IC50,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
IC50,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
EC50,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
EC50,0.005
IC50,0.005
IC50,0.005
IC50,0.005
IC50,0.005
IC50,0.005
IC50,0.005
IC50,0.005
IC50,0.005
IC50,0.005
IC50,0.005
Ki,0.005
Ki,0.005
IC50,0.005
IC50,0.005
IC50,0.005
IC50,0.005
IC50,0.005
IC50,0.005
IC50,0.005
IC50,0.005
Ki,0.005
Ki,0.005
EC50,0.005
IC50,0.005
IC50,0.005
IC50,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
Ki,0.005
IC50,0.005
IC50,0.005
IC50,0.005
EC50,0.005
IC50,0.005
Ki,0.0049
IC50,0.0049
IC50,0.0049
EC50,0.0049
IC50,0.004898
IC50,0.0048
IC50,0.0048
IC50,0.0048
EC50,0.0048
IC50,0.00473
IC50,0.0047
IC50,0.0047
IC50,0.0047
EC50,0.00469
IC50,0.0046
IC50,0.0046
Ki,0.0045
Ki,0.0045
Ki,0.0045
IC50,0.0045
IC50,0.0045
IC50,0.0045
IC50,0.0045
EC50,0.0044
IC50,0.0043
EC50,0.0043
IC50,0.00423
Ki,0.0042
IC50,0.0042
Ki,0.0042
IC50,0.0042
IC50,0.00419
IC50,0.0041
Ki,0.0041
IC50,0.0041
IC50,0.00402
Ki,0.004
Ki,0.004
EC50,0.004
Ki,0.004
EC50,0.004
EC50,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
EC50,0.004
EC50,0.004
Ki,0.004
EC50,0.004
EC50,0.004
IC50,0.004
Ki,0.004
IC50,0.004
IC50,0.004
IC50,0.004
IC50,0.004
IC50,0.004
IC50,0.004
IC50,0.004
Ki,0.004
EC50,0.004
EC50,0.004
EC50,0.004
Ki,0.004
Ki,0.004
Ki,0.004
EC50,0.004
EC50,0.004
EC50,0.004
Ki,0.004
IC50,0.004
IC50,0.004
EC50,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
Ki,0.004
IC50,0.004
EC50,0.004
IC50,0.0039
IC50,0.0039
IC50,0.0039
IC50,0.0039
IC50,0.00389
IC50,0.00389
EC50,0.00381
IC50,0.0038
Ki,0.0038
IC50,0.0038
Ki,0.0038
IC50,0.0038
IC50,0.0038
IC50,0.0038
IC50,0.0038
IC50,0.0038
IC50,0.0038
IC50,0.0038
IC50,0.0038
IC50,0.0038
EC50,0.0037
EC50,0.0037
EC50,0.0037
IC50,0.0037
IC50,0.0037
IC50,0.0037
IC50,0.0037
IC50,0.0037
IC50,0.00365
IC50,0.00363
IC50,0.0036
IC50,0.0036
Ki,0.0036
Ki,0.0036
EC50,0.0036
IC50,0.00359
IC50,0.00359
EC50,0.00357
IC50,0.003501
IC50,0.0035
Ki,0.0035
IC50,0.0035
Ki,0.0035
Ki,0.0035
IC50,0.0035
EC50,0.0035
EC50,0.0035
IC50,0.0034
EC50,0.0034
IC50,0.00335
IC50,0.003311
IC50,0.0033
EC50,0.0033
IC50,0.0033
IC50,0.0033
IC50,0.0033
IC50,0.0033
IC50,0.0033
IC50,0.0033
IC50,0.0033
IC50,0.0033
IC50,0.00329
Ki,0.0032
IC50,0.0032
IC50,0.0032
IC50,0.0032
IC50,0.0032
IC50,0.0032
Ki,0.0032
IC50,0.0032
IC50,0.0032
Ki,0.0032
EC50,0.0032
EC50,0.0032
IC50,0.003162
EC50,0.0031
Ki,0.0031
IC50,0.0031
IC50,0.0031
IC50,0.0031
IC50,0.0031
IC50,0.0031
IC50,0.0031
IC50,0.0031
IC50,0.0031
EC50,0.0031
IC50,0.00309
Ki,0.003
Ki,0.003
EC50,0.003
EC50,0.003
EC50,0.003
Ki,0.003
EC50,0.003
EC50,0.003
Ki,0.003
Ki,0.003
EC50,0.003
EC50,0.003
IC50,0.003
IC50,0.003
IC50,0.003
EC50,0.003
Ki,0.003
Ki,0.003
Ki,0.003
EC50,0.003
Ki,0.003
Ki,0.003
EC50,0.003
IC50,0.003
Ki,0.003
Kd,0.003
IC50,0.003
EC50,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
Ki,0.003
IC50,0.003
IC50,0.003
IC50,0.003
IC50,0.00297
Ki,0.0029
IC50,0.0029
Ki,0.0029
IC50,0.0029
IC50,0.0029
EC50,0.0029
EC50,0.0029
IC50,0.00288
IC50,0.0028
IC50,0.0028
IC50,0.0028
Ki,0.0028
Ki,0.0028
Ki,0.0028
IC50,0.00276
IC50,0.00276
IC50,0.0027
IC50,0.0027
IC50,0.0027
Ki,0.0027
Ki,0.0027
Ki,0.0027
Ki,0.0027
EC50,0.0027
IC50,0.00264
IC50,0.00263
IC50,0.00263
IC50,0.0026
IC50,0.0026
IC50,0.0026
IC50,0.0026
IC50,0.0026
Ki,0.0026
Ki,0.0026
IC50,0.0026
IC50,0.00258
IC50,0.00257
EC50,0.00251
IC50,0.0025
IC50,0.0025
IC50,0.0025
IC50,0.0025
Ki,0.0025
EC50,0.0025
EC50,0.0025
Ki,0.0025
Ki,0.0025
Ki,0.0025
Ki,0.0025
Ki,0.0025
IC50,0.0025
IC50,0.00248
IC50,0.002416
Ki,0.0024
IC50,0.0024
IC50,0.0024
IC50,0.0024
IC50,0.0024
IC50,0.0024
IC50,0.0024
Ki,0.0024
Ki,0.0024
Ki,0.0024
Ki,0.0024
IC50,0.0024
IC50,0.0024
EC50,0.0024
EC50,0.0024
IC50,0.00236
IC50,0.00235
IC50,0.0023
IC50,0.0023
IC50,0.0023
IC50,0.0023
Ki,0.0023
Ki,0.0023
Ki,0.0023
Ki,0.0023
Ki,0.0023
IC50,0.0023
IC50,0.0023
EC50,0.0023
IC50,0.0023
IC50,0.00229
IC50,0.00225
IC50,0.0022
Ki,0.0022
Ki,0.0022
EC50,0.0022
IC50,0.0022
Ki,0.0022
Ki,0.0022
Ki,0.0022
IC50,0.00214
IC50,0.00214
IC50,0.0021
IC50,0.0021
IC50,0.0021
Ki,0.0021
Ki,0.0021
Ki,0.0021
IC50,0.0021
IC50,0.00209
IC50,0.00208
IC50,0.00208
IC50,0.00202
IC50,0.00202
Ki,0.002
IC50,0.002
EC50,0.002
EC50,0.002
EC50,0.002
EC50,0.002
EC50,0.002
EC50,0.002
EC50,0.002
EC50,0.002
EC50,0.002
IC50,0.002
IC50,0.002
IC50,0.002
IC50,0.002
IC50,0.002
Ki,0.002
EC50,0.002
IC50,0.002
IC50,0.002
IC50,0.002
Ki,0.002
Ki,0.002
Ki,0.002
EC50,0.002
EC50,0.002
Ki,0.002
Ki,0.002
Ki,0.002
EC50,0.002
IC50,0.002
IC50,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
Ki,0.002
IC50,0.002
IC50,0.002
IC50,0.002
IC50,0.002
IC50,0.002
IC50,0.00198
IC50,0.00198
IC50,0.00195
IC50,0.00194
IC50,0.00194
Ki,0.00192
Ki,0.0019
IC50,0.0019
IC50,0.0019
Ki,0.0019
Ki,0.0019
Ki,0.0019
Ki,0.0019
Ki,0.0019
Ki,0.0019
Ki,0.0019
Ki,0.0019
IC50,0.0019
EC50,0.0019
IC50,0.00187
IC50,0.00184
IC50,0.00181
EC50,0.0018
IC50,0.0018
IC50,0.0018
IC50,0.0018
IC50,0.0018
Ki,0.0018
IC50,0.0018
Ki,0.0018
Ki,0.0018
Ki,0.0018
Ki,0.0018
Ki,0.0018
Ki,0.0018
Ki,0.0018
Ki,0.0018
Ki,0.0018
IC50,0.0018
IC50,0.00175
Ki,0.0017
EC50,0.0017
Kd,0.0017
Ki,0.0017
Ki,0.0017
Ki,0.0017
Ki,0.0017
Ki,0.0017
IC50,0.0017
IC50,0.0017
IC50,0.0017
EC50,0.0017
Ki,0.0016
Ki,0.0016
IC50,0.0016
IC50,0.0016
Ki,0.0016
IC50,0.0016
IC50,0.0016
IC50,0.0016
Ki,0.0016
Ki,0.0016
Ki,0.0016
Ki,0.0016
Ki,0.0016
Ki,0.0015
Ki,0.0015
Ki,0.0015
Ki,0.0015
Ki,0.0015
Ki,0.0015
Ki,0.0015
Ki,0.0015
Ki,0.0015
Ki,0.0015
Ki,0.0015
Ki,0.0015
Ki,0.0015
IC50,0.0015
IC50,0.0015
Ki,0.00148
IC50,0.001479
IC50,0.00146
IC50,0.0014
IC50,0.0014
IC50,0.0014
Ki,0.0014
EC50,0.0014
Ki,0.0014
Ki,0.0014
Ki,0.0014
IC50,0.0014
Ki,0.0014
Ki,0.0014
Ki,0.0014
Ki,0.0014
Ki,0.0014
Ki,0.0014
Ki,0.0014
Ki,0.0014
Ki,0.0014
Ki,0.0014
Ki,0.0014
Ki,0.0014
IC50,0.0014
IC50,0.0014
IC50,0.0014
Ki,0.0014
Ki,0.0014
Ki,0.0014
EC50,0.0014
IC50,0.00138
EC50,0.0013
IC50,0.0013
Ki,0.0013
Ki,0.0013
Ki,0.0013
Ki,0.0013
Ki,0.0013
Ki,0.0013
Ki,0.0013
Ki,0.0013
Ki,0.0013
Ki,0.0013
Ki,0.0013
Ki,0.0013
Ki,0.0013
Ki,0.0013
Ki,0.0013
Ki,0.0013
IC50,0.0013
IC50,0.0013
EC50,0.0013
EC50,0.0013
IC50,0.00129
IC50,0.00126
DC50,0.00126
Ki,0.0012
Ki,0.0012
Ki,0.0012
Ki,0.0012
Ki,0.0012
Ki,0.0012
Ki,0.0012
Ki,0.0012
Ki,0.0012
Ki,0.0012
Ki,0.0012
Ki,0.0012
Ki,0.0012
Ki,0.0012
Ki,0.0012
Ki,0.0012
Ki,0.0012
Ki,0.0012
IC50,0.0012
Ki,0.0012
IC50,0.001175
IC50,0.001175
IC50,0.001122
IC50,0.001122
IC50,0.0011
IC50,0.0011
IC50,0.0011
Ki,0.0011
Ki,0.0011
Ki,0.0011
Ki,0.0011
Ki,0.0011
Ki,0.0011
Ki,0.0011
Ki,0.0011
Ki,0.0011
Ki,0.0011
Ki,0.0011
Ki,0.0011
Ki,0.0011
Ki,0.0011
Ki,0.0011
Ki,0.0011
Ki,0.0011
IC50,0.0011
IC50,0.0011
IC50,0.0011
IC50,0.0011
IC50,0.001096
DC50,0.00108
IC50,0.001072
IC50,0.001
EC50,0.001
EC50,0.001
Ki,0.001
IC50,0.001
IC50,0.001
IC50,0.001
IC50,0.001
IC50,0.001
IC50,0.001
IC50,0.001
IC50,0.001
Ki,0.001
EC50,0.001
EC50,0.001
Ki,0.001
EC50,0.001
IC50,0.001
EC50,0.001
IC50,0.001
IC50,0.001
Ki,0.001
Ki,0.001
Ki,0.001
Ki,0.001
Ki,0.001
Ki,0.001
Ki,0.001
Ki,0.001
Ki,0.001
Ki,0.001
Ki,0.001
Ki,0.001
Ki,0.001
IC50,0.001
IC50,0.001
IC50,0.001
IC50,0.001
IC50,0.001
EC50,0.00099
Ki,0.00095
IC50,0.00091
EC50,0.0009
Ki,0.0009
Ki,0.0009
Ki,0.0009
Ki,0.0009
Ki,0.0009
IC50,0.0009
IC50,0.0009
IC50,0.0009
Ki,0.0009
Ki,0.0009
Ki,0.0009
Ki,0.0009
Ki,0.0009
Ki,0.0009
Ki,0.0009
Ki,0.0009
Ki,0.0009
IC50,0.0009
IC50,0.0009
IC50,0.0009
IC50,0.0009
IC50,0.0009
IC50,0.0009
IC50,0.0008318
IC50,0.0008318
IC50,0.0008044
Ki,0.0008
Ki,0.0008
Ki,0.0008
Ki,0.0008
Ki,0.0008
Ki,0.0008
Ki,0.0008
Ki,0.0008
Ki,0.0008
Ki,0.0008
Ki,0.0008
IC50,0.0008
IC50,0.0008
IC50,0.0008
IC50,0.0008
Ki,0.000787
Ki,0.00076
IC50,0.00074
IC50,0.00074
IC50,0.0007244
IC50,0.0007
Ki,0.0007
Ki,0.0007
Ki,0.0007
Ki,0.0007
Ki,0.0007
Ki,0.0007
Ki,0.0007
Ki,0.0007
Ki,0.0007
Ki,0.0007
Ki,0.0007
Ki,0.0007
Ki,0.0007
Ki,0.0007
Ki,0.0007
Ki,0.0007
IC50,0.0007
IC50,0.0006918
IC50,0.0006761
IC50,0.0006457
IC50,0.00063
IC50,0.0006
Ki,0.0006
Ki,0.0006
Ki,0.0006
Ki,0.0006
Ki,0.0006
Ki,0.0006
IC50,0.0006
IC50,0.0006
IC50,0.0006
IC50,0.0006
EC50,0.0006
IC50,0.00058
IC50,0.00057
IC50,0.00057
Ki,0.00056
IC50,0.00051
DC50,0.000509
IC50,0.0005
Ki,0.0005
Ki,0.0005
Ki,0.0005
IC50,0.0005
IC50,0.0005
EC50,0.0005
IC50,0.00049
IC50,0.00049
IC50,0.00047
IC50,0.0004365
Ki,0.0004
Ki,0.0004
Ki,0.0004
IC50,0.0004
IC50,0.0004
IC50,0.0004
IC50,0.0004
EC50,0.0004
Ki,0.000376
IC50,0.00031
Kd,0.00031
Ki,0.0003
Kd,0.00024
IC50,0.00023
IC50,0.0002
IC50,0.0002
IC50,0.0002
EC50,0.0002
IC50,0.00019
Ki,0.0001
Ki,0.0001
IC50,0.0001
IC50,0.0001
IC50,2.00E-05